Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,First,18,1497,117.3,5,11.57,8.9,10.40110635,2.186051277,4.764734756,Honda,City
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,3.65,10.71441777,1.294727168,4.368181228,Hyundai,i10
BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995,190,5,11.57,29,11.08214255,3.36729583,5.247024072,BMW,X3
Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968,147.51,5,11.57,13.5,10.71885237,2.602689685,4.99389597,Audi,A4
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354,152,5,11.57,5.4,11.31650904,1.686398954,5.023880521,Honda,CR-V
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197,81.86,5,8.1,5.89,10.53020108,1.773255998,4.405010471,Hyundai,Grand
Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248,88.5,5,11.57,8.45,10.73639668,2.134166441,4.483002552,Maruti,Ciaz
Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497,117.3,5,11.85,4,11.11291048,1.386294361,4.764734756,Honda,City
BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993,313,4,11.57,45,10.30895266,3.80666249,5.746203191,BMW,6
Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5,6.08,3.94,10.77249798,1.371180723,4.205289456,Maruti,Celerio
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995,148,5,11.57,8,10.38994876,2.079441542,4.997212274,Renault,Koleos
Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20,1399,68,5,11.57,4.1,11.17515639,1.410986974,4.219507705,Ford,Figo
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,12.8,2494,102,7,11.57,6.25,12.18586994,1.832581464,4.624972813,Toyota,Innova
Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248,73.75,5,8.36,5.25,10.246829,1.658228077,4.300680995,Maruti,Dzire
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19,2996,362.07,2,106,83.96,7.834392303,4.430340495,5.891837563,Mercedes-Benz,SLC
Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,0,1493,94,5,11.57,1.93,10.86180276,0.657520003,,Hyundai,Santro
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950,194,5,71.15,21,11.35040654,3.044522438,5.267858159,Mercedes-Benz,E-Class
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197,81.86,5,6.82,4.3,9.941746265,1.458615023,4.405010471,Hyundai,Grand
Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497,117.3,7,11.57,5.25,10.67083734,1.658228077,4.764734756,Honda,Mobilio
Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806,550,5,11.57,32,10.46310334,3.465735903,6.309918278,Porsche,Cayenne
Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493,100,7,11.57,3.9,10.49127422,1.360976553,4.605170186,Mahindra,Quanto
Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794,125,5,11.57,2.2,11.1124479,0.78845736,4.828313737,Toyota,Corolla
Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198,77,6,11.57,3.7,10.43643664,1.30833282,4.343805422,Mahindra,KUV
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497,215,5,11.57,11.27,11.26252633,2.422144328,5.370638028,BMW,3
Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,796,47.3,5,11.57,2.41,11.36210258,0.879626748,3.856510295,Maruti,Alto
Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,15.73,1968,174.33,5,11.57,19,11.60823564,2.944438979,5.160950055,Audi,Q3
Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364,67.05,5,11.57,5.8,11.66134547,1.757857918,4.20543861,Toyota,Etios
Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179,140,7,11.57,13.52,10.6416081,2.604170071,4.941642423,Mahindra,XUV500
Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,13,2982,168.7,7,11.57,24.5,9.868740816,3.198673118,5.12812199,Toyota,Fortuner
Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,First,24.6,1193,55.23,5,11.57,3.25,10.62132735,1.178654996,4.011506284,Tata,Indigo
Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143,201.15,5,78.76,56.73,10.15038669,4.038303171,5.304050898,Mercedes-Benz,GLE
Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582,126.2,5,11.57,9.95,11.33797666,2.297572551,4.83786795,Hyundai,Creta
Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8,1497,118,5,11.57,5.5,11.00209984,1.704748092,4.770684624,Honda,City
Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968,174.33,5,11.57,25,10.81977828,3.218875825,5.160950055,Audi,A4
Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,993,60,5,11.57,1,10.51867319,0,4.094344562,Maruti,Zen
Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796,46.3,5,11.57,2.15,11.25124896,0.765467842,3.835141961,Maruti,Alto
Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197,83.1,5,11.57,7.89,9.98432994,2.065596135,4.420044702,Maruti,Baleno
Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16,2179,140,7,11.57,10.25,11.03488966,2.327277706,4.941642423,Mahindra,XUV500
Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19,1194,94.68,5,8.12,6,7.139660336,1.791759469,4.550502785,Ford,Freestyle
Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5,9.78,7.53,10.9928909,2.018895042,4.405010471,Hyundai,Elite
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143,167.62,5,11.57,39.45,10.1049988,3.675034047,5.121699513,Mercedes-Benz,New
Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,17.8,1497,117.3,5,11.57,5.84,10.91508846,1.764730797,4.764734756,Honda,City
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499,110.4,5,11.57,8.65,7.60090246,2.157559321,4.704110134,Ford,EcoSport
Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197,83.1,5,11.57,7.74,10.12822983,2.046401688,4.420044702,Maruti,Baleno
Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,2.5,11.33857208,0.916290732,4.368181228,Hyundai,i10
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,12.8,2494,102,8,11.57,5.7,12.0460682,1.740466175,4.624972813,Toyota,Innova
Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197,83.1,5,7.36,5.8,9.439306937,1.757857918,4.420044702,Maruti,Baleno
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967,241.4,7,11.57,36.5,11.38509209,3.597312261,5.486455309,Audi,Q7
Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199,194.3,7,11.57,9.5,11.36210258,2.251291799,5.269403356,Hyundai,Santa
Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,First,0,999,94,5,11.57,3.48,10.83995339,1.247032294,,Hyundai,Santro
Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,17,1497,118,5,11.57,4.55,10.71441777,1.515127233,4.770684624,Honda,City
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396,90,5,11.57,3.9,10.83958091,1.360976553,4.49980967,Hyundai,i20
Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6,2523,63,7,11.57,2.7,11.42954386,0.993251773,4.143134726,Mahindra,Bolero
Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.9,2755,174.5,7,38.11,31,10.27505111,3.433987204,5.161924742,Toyota,Fortuner
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497,215,5,11.57,10.3,11.16366582,2.332143895,5.370638028,BMW,3
BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995,181,5,11.57,7.75,10.83958091,2.047692843,5.198497031,BMW,3
Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998,67.1,5,11.57,3.2,10.87081355,1.16315081,4.206184044,Maruti,Wagon
Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7,11.75,4.85,11.12726298,1.578978705,4.483002552,Maruti,Ertiga
Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999,177,5,11.57,34.08,10.27580944,3.528710702,5.176149733,Land,Rover
Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52,1248,88.5,7,11.57,8.1,11.28978191,2.091864062,4.483002552,Maruti,Ertiga
Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25,1396,69.01,5,11.57,2.35,11.26446411,0.854415328,4.234251422,Tata,Indigo
Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92,998,67.1,5,11.57,1.8,11.51292546,0.587786665,4.206184044,Maruti,Alto
Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814,55.2,5,11.57,3.42,10.35494526,1.229640551,4.010962953,Hyundai,EON
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953,153.86,7,11.57,5.34,11.26446411,1.675225653,5.036043098,Ford,Endeavour
Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198,158,7,11.57,31.99,9.546812609,3.465423354,5.062595033,Ford,Endeavour
Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598,103.6,5,11.57,4.75,11.28978191,1.558144618,4.64053733,Volkswagen,Vento
Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373,91.1,5,11.57,6.1,10.75231282,1.808288771,4.511957804,Maruti,Ciaz
Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814,55.2,5,11.57,3.69,10.91297715,1.305626458,4.010962953,Hyundai,EON
Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968,174.3,5,11.57,15,11.2185544,2.708050201,5.160777953,Audi,Q5
Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16,2179,140,7,11.57,14.5,11.11946798,2.674148649,4.941642423,Mahindra,XUV500
Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248,74,5,8.44,5.65,11.33857208,1.731655545,4.304065093,Maruti,Swift
Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248,73.9,5,11.57,2.5,11.25674206,0.916290732,4.302712828,Maruti,Ritz
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143,201.15,5,11.57,38.5,9.57983282,3.650658241,5.304050898,Mercedes-Benz,New
Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461,108.45,5,11.57,5.49,10.86107377,1.702928256,4.686289237,Renault,Duster
Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5,11.57,3.55,10.59663473,1.266947603,4.452019006,Maruti,Swift
Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494,100.6,7,11.57,10.75,11.56213459,2.374905755,4.611152258,Toyota,Innova
Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5,16.06,11,10.10016392,2.397895273,4.798266816,Hyundai,Creta
Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248,88.73,5,11.57,4.5,10.96819829,1.504077397,4.485598051,Maruti,SX4
Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1,2179,140,7,11.57,8.42,10.81301547,2.130609828,4.941642423,Mahindra,XUV500
Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18,1497,117.3,5,15.29,11.6,9.740968623,2.451005098,4.764734756,Honda,City
Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179,187.7,5,11.57,33.63,9.504352368,3.515418526,5.234844944,Jaguar,XF
Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,17.8,1399,68,5,11.57,2.25,11.67061274,0.810930216,4.219507705,Ford,Fiesta
BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497,150,5,11.57,12.95,11.21182037,2.561095788,5.010635294,BMW,5
Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,First,17.8,1248,94,5,11.57,4.25,11.36806153,1.446918983,,Maruti,Swift
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,25.02,11.11068515,3.219675505,5.160950055,Audi,A6
Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5,6.63,3.95,10.63248439,1.373715579,4.463606622,Honda,Brio
Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497,118,5,11.57,4.4,10.95080655,1.481604541,4.770684624,Honda,City
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198,73.9,5,11.57,4.95,10.43440988,1.599387577,4.302712828,Volkswagen,Polo
Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05,2179,120,8,11.57,5.5,11.48053656,1.704748092,4.787491743,Mahindra,Scorpio
Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497,116.3,5,11.57,3.25,11.33857208,1.178654996,4.75617306,Honda,City
Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15,1598,103.5,5,11.57,4.02,10.81985828,1.391281903,4.639571613,Skoda,Rapid
Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,16,2179,140,7,11.57,11.73,11.12718945,2.462149663,4.941642423,Mahindra,XUV500
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,15,1896,105,5,11.57,9.5,10.91508846,2.251291799,4.65396035,Volkswagen,Jetta
Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197,83.1,5,11.57,8.6,9.609116492,2.151762203,4.420044702,Maruti,Baleno
Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498,98.6,5,11.57,4,11.16988571,1.386294361,4.591071262,Honda,Amaze
Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5,11.57,5.55,10.60147301,1.713797928,4.636668853,Volkswagen,Vento
Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796,47.3,5,11.57,2.5,11.47210347,0.916290732,3.856510295,Maruti,Alto
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18,2993,255,7,127,41.6,10.46310334,3.728100167,5.541263545,Land,Rover
Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,11.57,7.41,10.81977828,2.002830439,4.764734756,Honda,City
Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461,108.5,5,11.57,6.5,10.81977828,1.871802177,4.686750173,Nissan,Terrano
Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7,796,46.3,5,11.57,1.2,10.17728619,0.182321557,3.835141961,Maruti,Alto
Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755,174.5,7,39.6,23,11.9209606,3.135494216,5.161924742,Toyota,Fortuner
Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396,90,5,11.57,2.74,11.00209984,1.00795792,4.49980967,Hyundai,i20
Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20,1399,68,5,11.57,3.9,11.08214255,1.360976553,4.219507705,Ford,Figo
Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248,88.5,5,10.91,8,11.28978191,2.079441542,4.483002552,Maruti,Vitara
Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582,126.32,5,11.57,4,11.42954386,1.386294361,4.83881837,Hyundai,Verna
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999,152.88,5,25.75,17.75,9.472704636,2.876385516,5.0296533,Hyundai,Tucson
Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248,73.9,5,11.57,5.05,11.20201571,1.619388243,4.302712828,Maruti,Ritz
Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984,132,5,11.57,12,10.54534144,2.48490665,4.882801923,Audi,A4
Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,First,13,2143,204,5,11.57,29.6,10.75654025,3.387774361,5.318119994,Mercedes-Benz,E-Class
Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,First,19.87,1461,83.8,5,11.57,6.5,10.91508846,1.871802177,4.428433007,Renault,Duster
Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,First,15.5,1198,86.7,5,11.57,4.75,9.852194258,1.558144618,4.462453884,Honda,Amaze
Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,First,9,1984,181,5,11.57,24.36,10.65157263,3.192942443,5.198497031,Volvo,S60
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197,85.8,5,11.57,3.2,9.546812609,1.16315081,4.452019006,Maruti,Swift
Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998,67.04,5,5.29,3.6,9.738377032,1.280933845,4.205289456,Maruti,Wagon
Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,First,16.8,796,34.2,5,11.57,3.58,9.646851848,1.2753628,3.532225644,Maruti,Omni
Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5,1248,88.8,5,11.57,2.5,11.22524339,0.916290732,4.48638665,Maruti,SX4
Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498,90,5,11.57,3.5,11.47210347,1.252762968,4.49980967,Ford,Fiesta
Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16,2494,158.2,5,11.57,25,10.1266311,3.218875825,5.063860055,Toyota,Camry
Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998,67.04,5,5.61,1.75,10.54534144,0.559615788,4.205289456,Maruti,Wagon
Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,11,2987,198.5,5,11.57,10,10.89673933,2.302585093,5.2907891,Mercedes-Benz,E-Class
Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4,1197,83.1,5,11.57,7.75,8.326274787,2.047692843,4.420044702,Maruti,Baleno
Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,First,18.7,1199,88.7,5,11.57,6.45,10.36407196,1.864080131,4.485259889,Honda,Jazz
Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,First,15.4,2179,120,7,11.57,10,11.11226878,2.302585093,4.787491743,Mahindra,Scorpio
Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,First,16.47,1198,74,5,11.57,4.5,10.90098954,1.504077397,4.304065093,Volkswagen,Polo
Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,17,1197,80,5,11.57,3.4,10.46310334,1.223775432,4.382026635,Hyundai,i20
Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,12.1,2362,164.7,5,11.57,4.5,11.04633999,1.504077397,5.104125637,Toyota,Camry
Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9,998,67.1,5,11.57,4.3,10.72095193,1.458615023,4.206184044,Maruti,Wagon
BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,First,18.12,1995,190,5,11.57,46,8.853665428,3.828641396,5.247024072,BMW,5
Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07,998,67.1,5,11.57,3.4,10.95080655,1.223775432,4.206184044,Maruti,Alto
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,14.84,2143,170,5,11.57,14.5,10.59913161,2.674148649,5.135798437,Mercedes-Benz,New
Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,24.7,796,47.3,5,11.57,2.1,10.93310697,0.741937345,3.856510295,Maruti,Alto
Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6,1197,85.8,5,11.57,3.65,9.61580548,1.294727168,4.452019006,Maruti,Swift
Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,First,18.2,1199,82.5,5,11.57,3,9.546812609,1.098612289,4.412798293,Chevrolet,Sail
Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,23,1396,90,5,11.57,3.95,11.12726298,1.373715579,4.49980967,Hyundai,i20
Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,11.9,2496,163.2,5,11.57,6.75,11.32659589,1.909542505,5.094976443,Skoda,Superb
Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,21.43,1364,87.2,5,11.57,6.53,11.30840738,1.876406943,4.468204331,Toyota,Corolla
Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,First,13,2982,168.5,7,11.57,22,11.20504069,3.091042453,5.12693575,Toyota,Fortuner
Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,First,14.3,1598,103.52,5,11.57,4.75,10.87615862,1.558144618,4.639764831,Skoda,Rapid
Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,16.5,1198,86.8,5,8.05,5.99,9.903487553,1.790091412,4.463606622,Honda,Brio
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,16.47,1198,73.9,5,11.57,3.05,10.73639668,1.115141591,4.302712828,Volkswagen,Polo
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,Petrol,Manual,First,16.47,1198,73.9,5,11.57,2.4,11.08214255,0.875468737,4.302712828,Volkswagen,Polo
Maruti Zen Estilo LXI BSIII,Pune,2007,42000,Petrol,Manual,Third,18.2,998,67.1,5,11.57,1.3,10.6454249,0.262364264,4.206184044,Maruti,Zen
Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.59,1364,67.06,5,8.82,6.71,10.51001419,1.903598951,4.205587741,Toyota,Etios
Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1,2179,140,7,11.57,7.2,11.1124479,1.974081026,4.941642423,Mahindra,XUV500
Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,18.9,1197,82,5,11.57,5.4,9.798127037,1.686398954,4.406719247,Hyundai,Grand
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7,1498,89.84,5,11.57,6.63,10.940384,1.891604804,4.49803031,Ford,Ecosport
Maruti Ertiga VXI CNG,Mumbai,2016,65263,CNG,Manual,First,17.5,1373,80.46,7,11.57,7.5,11.08618054,2.014903021,4.387760167,Maruti,Ertiga
Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,18,1497,117.3,5,17.38,14.21,9.918376165,2.653945942,4.764734756,Honda,City
Honda City 1.5 V MT,Kolkata,2010,45008,Petrol,Manual,First,17,1497,118,5,11.57,3,10.71459553,1.098612289,4.770684624,Honda,City
Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1,998,67.04,5,5.69,5.11,9.989619376,1.631199404,4.205289456,Maruti,Celerio
Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,15.04,1598,103.6,5,11.57,3.39,10.95654444,1.220829921,4.64053733,Volkswagen,Vento
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36,2755,171.5,7,26.56,22.99,10.47327995,3.135059339,5.144583267,Toyota,Innova
Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,18.5,1197,80,5,11.57,2.35,10.75675328,0.854415328,4.382026635,Hyundai,i20
Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2,1248,73.94,5,11.57,2.85,10.59091843,1.047318994,4.303253954,Maruti,Ritz
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,18.5,10.96819829,2.917770732,5.160950055,Audi,A6
Renault Duster Petrol RxL,Bangalore,2014,52000,Petrol,Manual,First,13.24,1598,102.57,5,11.57,5.99,10.858999,1.790091412,4.630545492,Renault,Duster
